1398, France
1399, United States of America
1400, Greece
1401, United States of America
1402, United States of America
1403, United States of America
1404, Italy
1406, Australia
1407, United States of America
1408, South Africa
1409, United Kingdom
1410, United States of America
1412, United States of America
1413, Canada
1415, United States of America
1416, United States of America
1417, Spain
1419, Canada
1420, Greece
1421, South Africa
1422, United States of America
1424, United Kingdom
1425, United States of America
1428, United States of America
1429, Malaysia
1430, Portugal
1431, United States of America
1432, United States of America
1433, United States of America
1434, Australia
1435, Portugal
1436, United States of America
1437, United States of America
1438, United States of America
1440, France
1441, United States of America
1443, New Zealand
1445, Australia
1446, France
1447, United States of America
1448, United States of America
1449, United States of America
1452, Spain
1453, Brazil
1454, Spain
1456, Italy
1457, United States of America
1459, Italy
1460, Italy
1461, Gdansk
1462, Australia
1463, Switzerland
1465, United States of America
1466, United States of America
1468, United States of America
1469, United States of America
1470, United States of America
1471, United States of America
1472, United States of America
1475, New Zealand
1477, Saint Lucia
1479, United States of America
1480, United States of America
1481, United States of America
1482, Morocco
1484, Canada
1485, United States of America
1486, Canada
1488, United States of America
1491, United States of America
1493, United States of America
1494, South Africa
1495, Brazil
1496, United States of America
1497, United States of America
1498, United Kingdom
1499, United States of America
1500, United States of America
1502, United States of America
1503, France
1506, Kuwait
1508, Australia
1509, Mexico
1510, Australia
1512, Mexico
1513, United States of America
1516, United States of America
1517, United States of America
1518, United States of America
1519, United States of America
1520, Italy
1521, United States of America
1523, United States of America
1524, United States of America
1525, United States of America
1526, Gdansk
1528, France
1530, United States of America
1531, United States of America
1532, United States of America
1533, United States of America
1534, United States of America
1535, United States of America
1536, Italy
1537, United States of America
1538, Mauritius
1539, China
1540, South Africa
1541, United States of America
1543, Sweden
1544, Brazil
1545, Mexico
1549, United States of America
1550, United States of America
1551, Australia
1552, United Kingdom
1553, Canada
1555, United States of America
1556, Ireland
1557, United States of America
1558, Brazil
1559, United States of America
1560, Tunisia
1562, United States of America
1563, United States of America
1565, United States of America
1566, Japan
1567, United States of America
1569, France
1570, Austria
1572, Spain
1574, France
1576, Italy
1577, India
1578, Italy
1579, United States of America
1580, Canada
1581, New Zealand
1583, United States of America
1585, France
1586, Italy
1587, Germany
1588, United States of America
1589, Canada
1590, Australia
1594, United States of America
1595, United States of America
1596, United States of America
1597, United States of America
1598, United States of America
1599, United States of America
1600, United States of America
1601, United States of America
1602, United States of America
1603, United States of America
1604, United States of America
1607, United States of America
1608, Greece
1609, United States of America
1610, Canada
1611, United Kingdom
1613, United States of America
1615, Cyprus
1617, United States of America
1618, United States of America
1620, Greece
1621, United States of America
1622, United States of America
1623, Croatia
1624, United States of America
1626, Croatia
1628, Spain
1629, Spain
1630, Canada
1632, United States of America
1633, Ireland
1634, United States of America
1635, United Kingdom
1636, United States of America
1638, United States of America
1641, United States of America
1642, United Kingdom
1643, United States of America
1644, United States of America
1646, United States of America
1647, Portugal
1648, Tunisia
1649, Germany
1650, Spain
1652, Canada
1653, Canada
1654, Spain
1655, United States of America
1656, United States of America
1657, United States of America
1659, United States of America
1661, France
1662, Greece
1663, United States of America
1665, United States of America
1666, Mexico
1667, United States of America
1668, United Kingdom
1669, United States of America
1670, United Kingdom
1671, United States of America
1672, United States of America
1673, United States of America
1675, United States of America
1676, United Kingdom
1678, United States of America
1680, United States of America
1683, Malta
1684, United States of America
1685, Italy
1686, Croatia
1687, Turks and Caicos Islands
1688, United States of America
1689, Dominican Republic
1690, Spain
1691, Italy
1692, United States of America
1693, China
1696, France
1697, France
1698, Austria
1699, United States of America
1700, United States of America
1701, United States of America
1702, United States of America
1703, United States of America
1704, United States of America
1705, United States of America
1706, France
1708, France
1709, United States of America
1711, Portugal
1714, Israel
1715, United States of America
1718, France
1719, United States of America
1721, United States of America
1723, United States of America
1725, Italy
1726, United States of America
1730, Italy
1731, United States of America
1732, United States of America
1735, Spain
1736, Qatar
1737, Italy
1738, Greece
1739, United States of America
1740, United States of America
1741, United States of America
1743, United States of America
1745, Italy
1746, Canada
1747, United States of America
1748, United States of America
1749, Italy
1750, United States of America
1751, Portugal
1753, France
1754, Canada
1759, Japan
1760, Spain
1761, Italy
1762, Australia
1763, United States of America
1764, United States of America
1765, Spain
1767, United States of America
1768, France
1769, United States of America
1770, Ireland
1771, Canada
1772, Italy
1774, United States of America
1775, United States of America
1776, Brazil
1777, United States of America
1778, United States of America
1779, Norway
1780, United States of America
1781, United States of America
1782, United Kingdom
1783, Canada
1784, Italy
1785, United States of America
1787, United States of America
1789, United States of America
1790, United States of America
1791, United States of America
1793, Community of Madrid
1794, United States of America
1795, Australia
1796, United States of America
1797, United States of America
1798, Mexico
1799, The Netherlands
1800, United States of America
1801, United Kingdom
1802, Ireland
1803, Denmark
1804, Italy
1805, France
1806, Canada
1807, United States of America
1808, United States of America
1809, United Kingdom
1810, United States of America
1811, United States of America
1812, United States of America
1813, United States of America
1814, United States of America
1818, Morocco
1819, Austria
1820, United States of America
1822, United States of America
1823, United States of America
1824, United States of America
1825, United States of America
1827, United States of America
1829, United States of America
1830, United States of America
1832, New Zealand
1833, Latvia
1834, Spain
1835, United States of America
1837, Dominican Republic
1838, United States of America
1840, United Kingdom
1841, United States of America
1843, Jersey
1844, Spain
1845, Sweden
1846, United States of America
1847, Finland
1848, United States of America
1851, United States of America
1853, China
1855, Italy
1856, Bermuda
1858, France
1859, United States of America
1861, Canada
1862, New Zealand
1863, Germany
1866, Switzerland
1867, United States of America
1869, United States of America
1870, United States of America
1871, United States of America
1872, India
1873, United States of America
1874, Australia
1875, Iceland
1876, Italy
1877, United States of America
1878, United States of America
1879, Cayman Islands
1880, United States of America
1886, United States of America
1887, Uruguay
1888, China
1890, Spain
1891, Spain
1892, Spain
1893, United Kingdom
1894, United States of America
1895, Spain
1896, United States of America
1897, Brazil
1899, France
1900, Argentina
1901, United States of America
1904, United States of America
1905, United States of America
1908, United States of America
1910, United States of America
1911, France
1912, United States of America
1913, Italy
1914, United States of America
1915, Italy
1917, United States of America
1918, United States of America
1920, United States of America
1922, Canada
1923, United States of America
1924, United States of America
1925, United States of America
1926, France
1927, United States of America
1928, Canada
1930, United States of America
1933, United States of America
1934, Canada
1935, South Africa
1936, Italy
1937, United States of America
1938, United Kingdom
1939, Russia
1940, United States of America
1941, Greece
1943, United States of America
1944, Guatemala
1945, United States of America
1948, Germany
1949, Canada
1950, United States of America
1952, United States of America
1953, Canada
1954, Jamaika
1955, United States of America
1956, United States of America
1957, United States of America
1958, United States of America
1960, Denmark
1961, Poland
1963, United States of America
1964, Portugal
1965, United States of America
1966, United States of America
1967, United States of America
1968, Canada
1969, United States of America
1970, United States of America
1971, Italy
1972, United States of America
1973, United States of America
1974, Spain
1975, United States of America
1978, United States of America
1979, United States of America
1981, Turkey
1983, United States of America
1985, United States of America
1987, Spain
1988, France
1989, Greece
1991, Tunisia
1992, United States of America
1994, China
1996, United States of America
1998, United States of America
1999, United States of America
2000, United States of America
2001, Slovenia
2002, Poland
2004, United States of America
2005, United States of America
2006, Croatia
2008, Canada
2009, Egypt
2010, United States of America
2011, Austria
2012, United States of America
2015, United States of America
2016, China
2018, United States of America
2019, United States of America
2020, Australia
2021, United States of America
2022, United States of America
2023, United Kingdom
2024, United States of America
2026, Colombia
2027, United States of America
2028, New Zealand
2029, United States of America
2032, United States of America
2033, United States of America
2035, Spain
2036, United States of America
2037, United States of America
2038, United States of America
2040, Mexico
2042, Portugal
2043, United States of America
2044, France
2045, United States of America
2046, United States of America
2047, Jersey
2048, United States of America
2050, South Africa
2051, United Kingdom
2052, New Zealand
2053, United Kingdom
2054, Spain
2056, Australia
2057, Greece
2058, United States of America
2059, Spain
2061, France
2063, Portugal
2064, Canada
2065, Germany
2066, United States of America
2067, Jamaika
2068, United States of America
2069, Spain
2070, Japan
2073, United States of America
2074, Portugal
2075, United Kingdom
2076, United States of America
2077, United States of America
2078, United States of America
2080, United Kingdom
2081, Spain
2083, United States of America
2086, United States of America
2087, Italy
2088, France
2089, Cook Islands
2090, Canada
2091, Greece
2092, United States of America
2093, United States of America
2094, United Kingdom
2095, Jersey
2098, United States of America
2099, Italy
2101, United Kingdom
2102, Spain
2103, United States of America
2104, Argentina
2106, Ghana
2109, Canada
2110, Denmark
2111, United States of America
2113, United States of America
2114, United Kingdom
2115, United States of America
2118, Italy
2120, Australia
2121, United States of America
2122, United States of America
2123, Spain
2124, Italy
2125, United States of America
2126, United States of America
2127, Greece
2128, United States of America
2129, Greece
2130, Cyprus
2132, United States of America
2133, United States of America
2134, Denmark
2136, United States of America
2137, Samoa
2138, Fiji
2139, Italy
2140, Greece
2141, United States of America
2142, United Kingdom
2143, Greece
2145, United Kingdom
2146, United States of America
2147, Chile
2149, United States of America
2150, Norway
2151, United States of America
2152, Spain
2154, United States of America
2155, United Kingdom
2156, Greece
2157, China
2159, Greece
2160, Jordan
2163, Spain
2164, United States of America
2165, United States of America
2166, Vanuatu
2167, Spain
2169, Spain
2170, United States of America
2171, Slovakia
2172, Austria
2173, Brazil
2174, United States of America
2177, United States of America
2178, United States of America
2180, Denmark
2183, Italy
2184, United States of America
2185, United States of America
2186, Italy
2187, Fiji
2188, Australia
2189, United States of America
2191, Vanuatu
2193, Vanuatu
2194, Greece
2197, United States of America
2198, Vanuatu
2201, Belize
2202, Canada
2203, Canada
2204, Spain
2205, New Zealand
2206, Mexico
2207, Colombia
2208, Norway
2209, Norway
2210, United States of America
2212, United States of America
2213, Ecuador
2214, United Kingdom
2215, United States of America
2216, Chile
2217, United States of America
2218, The Netherlands
2219, United States of America
2220, France
2221, United States of America
2222, United Kingdom
2225, United States of America
2226, Italy
2228, United States of America
2229, United States of America
2230, United Kingdom
2232, The Netherlands
2234, United States of America
2236, Canada
2238, United States of America
2240, Antigua and Barbuda
2241, United States of America
2242, United States of America
2243, Italy
2244, United States of America
2247, Trinidad and Tobago
2249, United States of America
2250, Greece
2251, United Kingdom
2252, United States of America
2253, United Kingdom
2254, Australia
2255, Bermuda
2257, United States of America
2258, United States of America
2260, United States of America
2261, Italy
2263, United States of America
2264, United States of America
2265, United States of America
2266, United States of America
2267, Greece
2268, United States of America
2269, Spain
2271, United States of America
2272, Germany
2273, United States of America
2274, United States of America
2277, United States of America
2278, United States of America
2279, United States of America
2280, United States of America
2282, United States of America
2285, France
2287, United States of America
2288, Italy
2289, India
2291, Canada
2292, Australia
2293, United States of America
2294, Sweden
2295, United States of America
2297, United States of America
2299, United States of America
2300, Spain
2301, United States of America
2302, United States of America
2305, Italy
2306, United States of America
2307, Cyprus
2309, United States of America
2310, Canada
2311, United States of America
2312, Italy
2313, United Kingdom
2314, Italy
2315, Sweden
2316, Italy
2317, United States of America
2318, Canada
2320, Japan
2321, France
2325, United States of America
2327, Canada
2328, United States of America
2329, Mexico
2330, Italy
2331, France
2333, Canada
2334, United States of America
2335, United States of America
2336, Israel
2339, Canada
2340, France
2341, United States of America
2342, United States of America
2343, United Kingdom
2345, United States of America
2346, United States of America
2348, Italy
2351, United States of America
2352, Canada
2353, United States of America
2354, United States of America
2356, Turkey
2358, United States of America
2359, France
2362, United States of America
2363, Brazil
2364, United Kingdom
2366, United States of America
2367, United States of America
2369, Italy
2370, Canada
2371, United States of America
2372, United States of America
2373, United States of America
2374, Ireland
2375, United States of America
2376, Peru
2377, Greece
2380, Nigeria
2381, Italy
2382, United Kingdom
2384, United Kingdom
2385, Italy
2386, Switzerland
2388, Italy
2390, Portugal
2391, United States of America
2393, Romania
2394, Italy
2395, Spain
2396, Sweden
2397, United States of America
2399, France
2400, Japan
2401, Australia
2402, Australia
2405, Spain
2406, Canada
2407, Luxembourg
2408, United States of America
2410, United States of America
2411, Canada
2413, Jamaika
2414, Spain
2416, United States of America
2417, United States of America
2418, United States of America
2419, United States of America
2420, The Netherlands
2421, Italy
2423, Canada
2425, Greece
2426, Trinidad and Tobago
2427, Spain
2430, United States of America
2431, Australia
2434, United States of America
2435, United Kingdom
2437, United States of America
2438, Finland
2440, Canada
2441, Italy
2442, United States of America
2443, United States of America
2444, United States of America
2445, United States of America
2446, United States of America
2448, United States of America
2449, Romania
2450, Italy
2451, United States of America
2452, United States of America
2453, United States of America
2454, United States of America
2455, Japan
2456, United Kingdom
2458, Spain
2459, United States of America
2460, Greece
2461, Italy
2466, United States of America
2467, United States of America
2468, United States of America
2469, United States of America
2470, Italy
2472, United States of America
2473, United States of America
2474, Japan
2476, United States of America
2477, United States of America
2478, United States of America
2480, United States of America
2482, Italy
2483, United States of America
2485, United States of America
2488, Jamaika
2489, United Kingdom
2492, United States of America
2493, United States of America
2494, United States of America
2495, China
2496, France
2497, United States of America
2498, Italy
2499, United States of America
2500, United States of America
2501, Canada
2502, New Zealand
2503, Spain
2504, Norway
2505, Greece
2506, United States of America
2507, United States of America
2508, United Kingdom
2509, United States of America
2510, United States of America
2511, Tunisia
2513, United States of America
2514, United States of America
2515, United States of America
2517, United States of America
2518, United States of America
2520, United States of America
2521, France
2522, United States of America
2523, United States of America
2526, United States of America
2527, United States of America
2529, United Kingdom
2530, United States of America
2531, United States of America
2532, Greece
2533, United States of America
2534, United States of America
2537, United States of America
2538, New Zealand
2539, Spain
2540, United States of America
2541, United States of America
2542, United States of America
2543, United States of America
2544, Ireland
2546, United States of America
2547, United States of America
2548, United States of America
2549, Spain
2550, Italy
2551, United States of America
2552, United States of America
2553, United States of America
2555, United States of America
2556, United States of America
2557, Spain
2559, France
2560, Haiti
2561, United States of America
2562, United States of America
2563, United Kingdom
2564, United States of America
2565, Italy
2567, United States of America
2568, United States of America
2570, Canada
2571, United States of America
2572, United States of America
2573, United States of America
2574, Spain
2575, United States of America
2576, United States of America
2577, Canada
2579, United States of America
2580, Denmark
2581, Nicaragua
2582, United Kingdom
2583, United States of America
2584, United States of America
2585, Sweden
2586, United Kingdom
2588, United Kingdom
2589, United States of America
2590, United States of America
2591, Russia
2593, United States of America
2595, Japan
2596, United States of America
2599, Fiji
2600, United States of America
2601, United States of America
2602, United States of America
2603, South Africa
2604, United States of America
2605, United States of America
2606, Colombia
2607, United States of America
2608, India
2611, United States of America
2613, United States of America
2614, Greece
2616, Norway
2617, United States of America
2618, United States of America
2620, Bermuda
2621, Mexico
2622, United States of America
2623, United States of America
2624, United States of America
2625, United States of America
2626, United States of America
2627, United States of America
2628, United Kingdom
2630, United States of America
2631, United States of America
2632, France
2633, United States of America
2634, United States of America
2635, United Kingdom
2636, United States of America
2637, United States of America
2638, Spain
2639, United States of America
2642, Canada
2643, Canada
2644, South Africa
2645, United Kingdom
2647, United Kingdom
2648, Mexico
2649, United States of America
2650, United States of America
2652, United States of America
2653, United Kingdom
2654, United States of America
2656, United States of America
2657, United Kingdom
2658, France
2659, United States of America
2660, Canada
2662, Greece
2664, Canada
2666, United Kingdom
2667, United States of America
2668, China
2670, Malaysia
2672, Portugal
2673, United States of America
2674, Greece
2676, Cook Islands
2678, United States of America
2679, United States of America
2680, United States of America
2682, Qatar
2685, Spain
2686, Maldives
2687, Canada
2688, United States of America
2689, Gdansk
2690, Latvia
2691, Spain
2692, United States of America
2693, Palau
2694, United States of America
2695, Brazil
2696, Canada
2701, United States of America
2702, United States of America
2703, United States of America
2705, United States of America
2706, Greece
2707, United States of America
2708, United States of America
2710, United States of America
2711, United States of America
2712, Australia
2713, United States of America
2714, Norway
2715, United States of America
2716, United States of America
2717, United States of America
2718, Israel
2719, Australia
2720, United States of America
2721, United States of America
2722, Italy
2723, United States of America
2724, United States of America
2725, Italy
2726, United States of America
2727, Canada
2728, United States of America
2729, Canada
2731, Italy
2732, Norway
2734, United States of America
2735, Spain
2736, Italy
2737, The Netherlands
2738, Italy
2740, United States of America
2741, Barbados
2743, Turkey
2745, Spain
2748, Norway
2749, United States of America
2751, United States of America
2752, United States of America
2753, United States of America
2754, United States of America
2755, Argentina
2756, Sweden
2757, United States of America
2758, United Kingdom
2763, Canada
2764, United States of America
2765, United States of America
2766, Switzerland
2768, Finland
2769, United States of America
2770, Italy
2771, United States of America
2772, Croatia
2773, United States of America
2774, United States of America
2775, United States of America
2777, United States of America
2778, United States of America
2779, Switzerland
2780, United States of America
2781, United States of America
2785, Canada
2786, United States of America
2787, Spain
2788, United States of America
2790, United States of America
2791, Spain
2792, United States of America
2793, United States of America
2794, Germany
2795, United States of America
2796, United States of America
2797, United States of America
2798, Italy
2799, New Zealand
2800, Norway
2802, United States of America
2803, United Kingdom
2804, Australia
2805, Australia
2807, United States of America
2808, United States of America
2809, Greece
2810, United States of America
2813, Australia
2814, United Kingdom
2815, United States of America
2816, United States of America
2817, United States of America
2818, India
2820, South Africa
2821, United States of America
2822, Germany
2823, Tunisia
2824, Turkey
2825, United Kingdom
2826, Belgium
2827, Spain
2828, New Zealand
2830, United Kingdom
2832, United States of America
2833, United States of America
2836, United States of America
2837, United States of America
2839, United States of America
2840, United Kingdom
2843, Brazil
2844, France
2846, United States of America
2847, United States of America
2849, United States of America
2850, United States of America
2852, Canada
2854, United States of America
2855, France
2856, Italy
2857, Canada
2858, Switzerland
2859, United States of America
2860, Oman
2861, Australia
2862, Switzerland
2863, United States of America
